,entrez_id,refseq_ids,official_symbol,official_full_name,taxname
2391,10864,"['NM_006672', 'NM_153320']",SLC22A7,solute carrier family 22 member 7,Homo sapiens
2392,55867,"['NM_001307985', 'NM_018484']",SLC22A11,solute carrier family 22 member 11,Homo sapiens
2393,2880,"['NM_001509', 'NM_003996']",GPX5,glutathione peroxidase 5,Homo sapiens
2394,257202,['NM_182701'],GPX6,glutathione peroxidase 6,Homo sapiens
2395,8913,"['NM_001256324', 'NM_001256325', 'NM_001256326', 'NM_001256327', 'NM_001256328', 'NM_001256329', 'NM_001256330', 'NM_001256331', 'NM_001256332', 'NM_001256333', 'NM_001256334', 'NM_001256359', 'NM_001256360', 'NM_001256361', 'NM_018896', 'NM_198376', 'NM_198377', 'NM_198378', 'NM_198379', 'NM_198380', 'NM_198382', 'NM_198383', 'NM_198384', 'NM_198385', 'NM_198386', 'NM_198387', 'NM_198388', 'NM_198396']",CACNA1G,calcium voltage-gated channel subunit alpha1 G,Homo sapiens
2396,8001,"['NM_001042543', 'NM_006529']",GLRA3,glycine receptor alpha 3,Homo sapiens
2397,114814,[],GNRHR2,gonadotropin releasing hormone receptor 2 (pseudogene),Homo sapiens
2398,1553,['NM_000766'],CYP2A13,cytochrome P450 family 2 subfamily A member 13,Homo sapiens
2399,57053,"['NM_001303034', 'NM_001303035', 'NM_020402']",CHRNA10,cholinergic receptor nicotinic alpha 10 subunit,Homo sapiens
2400,2172,"['NM_001040442', 'NM_001130958', 'NM_001445']",FABP6,fatty acid binding protein 6,Homo sapiens
2401,338557,"['NM_001195755', 'NM_181745']",FFAR4,free fatty acid receptor 4,Homo sapiens
2402,56603,"['NM_001277742', 'NM_019885']",CYP26B1,cytochrome P450 family 26 subfamily B member 1,Homo sapiens
2403,1592,"['NM_000783', 'NM_057157']",CYP26A1,cytochrome P450 family 26 subfamily A member 1,Homo sapiens
2404,64816,"['NM_001278921', 'NM_022820', 'NM_057095', 'NM_057096']",CYP3A43,cytochrome P450 family 3 subfamily A member 43,Homo sapiens
2405,5150,"['NM_001242318', 'NM_002603']",PDE7A,phosphodiesterase 7A,Homo sapiens
2406,153201,['NM_181776'],SLC36A2,solute carrier family 36 member 2,Homo sapiens
2407,64078,"['NM_001199633', 'NM_022127']",SLC28A3,solute carrier family 28 member 3,Homo sapiens
2408,377677,['NM_198584'],CA13,carbonic anhydrase 13,Homo sapiens
2409,9424,['NM_004823'],KCNK6,potassium two pore domain channel subfamily K member 6,Homo sapiens
2410,81033,"['NM_001278919', 'NM_001278920', 'NM_030779', 'NM_173092']",KCNH6,potassium voltage-gated channel subfamily H member 6,Homo sapiens
2411,6715,"['NM_001047', 'NM_001324322', 'NM_001324323']",SRD5A1,steroid 5 alpha-reductase 1,Homo sapiens
2412,1360,['NM_001871'],CPB1,carboxypeptidase B1,Homo sapiens
2413,1594,['NM_000785'],CYP27B1,cytochrome P450 family 27 subfamily B member 1,Homo sapiens
2414,54363,['NM_017545'],HAO1,hydroxyacid oxidase 1,Homo sapiens
2415,222962,"['NM_001040661', 'NM_001300847', 'NM_153247']",SLC29A4,solute carrier family 29 member 4,Homo sapiens
2416,353189,['NM_180991'],SLCO4C1,solute carrier organic anion transporter family member 4C1,Homo sapiens
2417,1259,"['NM_000087', 'NM_001142564', 'NM_001379270']",CNGA1,cyclic nucleotide gated channel subunit alpha 1,Homo sapiens
2418,10396,"['NM_001105529', 'NM_006095']",ATP8A1,ATPase phospholipid transporting 8A1,Homo sapiens
2419,392399,"['NM_001001676', 'NM_001393661']",LCN9,lipocalin 9,Homo sapiens
2420,1346,['NM_001864'],COX7A1,cytochrome c oxidase subunit 7A1,Homo sapiens
2421,795,['NM_004057'],S100G,S100 calcium binding protein G,Homo sapiens
2422,2350,"['NM_000803', 'NM_001113534', 'NM_001113535', 'NM_001113536']",FOLR2,folate receptor beta,Homo sapiens
2423,87769,"['NM_001195087', 'NM_033110']",GGACT,gamma-glutamylamine cyclotransferase,Homo sapiens
2424,7173,"['NM_000547', 'NM_001206744', 'NM_001206745', 'NM_175719', 'NM_175721', 'NM_175722']",TPO,thyroid peroxidase,Homo sapiens
2425,3494,[],IGHA2,immunoglobulin heavy constant alpha 2 (A2m marker),Homo sapiens
2426,7366,['NM_001076'],UGT2B15,UDP glucuronosyltransferase family 2 member B15,Homo sapiens
2427,146802,"['NM_001099646', 'NM_001256663', 'NM_152908']",SLC47A2,solute carrier family 47 member 2,Homo sapiens
2428,3750,['NM_004979'],KCND1,potassium voltage-gated channel subfamily D member 1,Homo sapiens
2429,3743,['NM_031886'],KCNA7,potassium voltage-gated channel subfamily A member 7,Homo sapiens
2430,5244,"['NM_000443', 'NM_018849', 'NM_018850']",ABCB4,ATP binding cassette subfamily B member 4,Homo sapiens
2431,89832,"['NM_139320', 'NM_148911']",CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,Homo sapiens
2432,9153,['NM_004212'],SLC28A2,solute carrier family 28 member 2,Homo sapiens
2433,3067,"['NM_001306146', 'NM_002112']",HDC,histidine decarboxylase,Homo sapiens
2434,339896,['NM_207359'],GADL1,glutamate decarboxylase like 1,Homo sapiens
2435,51091,['NM_016955'],SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,Homo sapiens
2436,197021,"['NM_001278562', 'NM_001394632', 'NM_001394633', 'NM_207338']",LCTL,lactase like,Homo sapiens
2437,5153,"['NM_000924', 'NM_001165975', 'NM_001288768', 'NM_001288769', 'NM_001315534', 'NM_001315535']",PDE1B,phosphodiesterase 1B,Homo sapiens
2438,6329,['NM_000334'],SCN4A,sodium voltage-gated channel alpha subunit 4,Homo sapiens
2439,56670,['NM_033050'],SUCNR1,succinate receptor 1,Homo sapiens
2440,63036,['NM_033440'],CELA2A,chymotrypsin like elastase 2A,Homo sapiens
2441,7363,"['NM_001297615', 'NM_001297616', 'NM_021139']",UGT2B4,UDP glucuronosyltransferase family 2 member B4,Homo sapiens
2442,9955,['NM_006042'],HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1,Homo sapiens
2443,25974,"['NM_001330540', 'NM_015506']",MMACHC,metabolism of cobalamin associated C,Homo sapiens
2444,6947,['NM_001062'],TCN1,transcobalamin 1,Homo sapiens
2445,81693,['NM_030943'],AMN,amnion associated transmembrane protein,Homo sapiens
2446,10404,['NM_016134'],CPQ,carboxypeptidase Q,Homo sapiens
2447,6511,"['NM_001272087', 'NM_001272088', 'NM_001384669', 'NM_001384670', 'NM_001384671', 'NM_005071']",SLC1A6,solute carrier family 1 member 6,Homo sapiens
2448,6512,"['NM_001287595', 'NM_001287596', 'NM_001287597', 'NM_006671']",SLC1A7,solute carrier family 1 member 7,Homo sapiens
2449,51557,"['NM_001143940', 'NM_016571']",LGSN,"lengsin, lens protein with glutamine synthetase domain",Homo sapiens
2450,11254,['NM_007231'],SLC6A14,solute carrier family 6 member 14,Homo sapiens
2451,28442,[],IGHV3-23,immunoglobulin heavy variable 3-23,Homo sapiens
2452,28896,[],IGKV1D-33,immunoglobulin kappa variable 1D-33,Homo sapiens
2453,9154,"['NM_001287761', 'NM_001287762', 'NM_001321721', 'NM_001321722', 'NM_004213', 'NM_201651']",SLC28A1,solute carrier family 28 member 1,Homo sapiens
2454,2328,"['NM_001002294', 'NM_001319173', 'NM_001319174', 'NM_006894']",FMO3,flavin containing dimethylaniline monoxygenase 3,Homo sapiens
2455,54576,['NM_019076'],UGT1A8,UDP glucuronosyltransferase family 1 member A8,Homo sapiens
2456,2020,['NM_001427'],EN2,engrailed homeobox 2,Homo sapiens
2457,1589,"['NM_000500', 'NM_001128590', 'NM_001368143', 'NM_001368144']",CYP21A2,cytochrome P450 family 21 subfamily A member 2,Homo sapiens
2458,28,['NM_020469'],ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",Homo sapiens
2459,360203,['NM_182974'],GLT6D1,glycosyltransferase 6 domain containing 1,Homo sapiens
2460,3294,['NM_002153'],HSD17B2,hydroxysteroid 17-beta dehydrogenase 2,Homo sapiens
2461,8843,['NM_006018'],HCAR3,hydroxycarboxylic acid receptor 3,Homo sapiens
2462,6545,['NM_004173'],SLC7A4,solute carrier family 7 member 4,Homo sapiens
2463,344752,['NM_207365'],AADACL2,arylacetamide deacetylase like 2,Homo sapiens
2464,7047,['NM_003241'],TGM4,transglutaminase 4,Homo sapiens
2465,28439,[],IGHV3-30,immunoglobulin heavy variable 3-30,Homo sapiens
2466,6534,['NM_014228'],SLC6A7,solute carrier family 6 member 7,Homo sapiens
2467,133688,"['NM_001171873', 'NM_152404']",UGT3A1,UDP glycosyltransferase family 3 member A1,Homo sapiens
2468,11280,"['NM_001349253', 'NM_014139']",SCN11A,sodium voltage-gated channel alpha subunit 11,Homo sapiens
2469,120227,"['NM_001377214', 'NM_001377215', 'NM_001377216', 'NM_001377217', 'NM_001377227', 'NM_024514']",CYP2R1,cytochrome P450 family 2 subfamily R member 1,Homo sapiens
2470,9056,"['NM_001126105', 'NM_001126106', 'NM_003982']",SLC7A7,solute carrier family 7 member 7,Homo sapiens
2471,387775,['NM_001039752'],SLC22A10,solute carrier family 22 member 10,Homo sapiens
2472,50833,['NM_016945'],TAS2R16,taste 2 receptor member 16,Homo sapiens
2473,3593,['NM_002187'],IL12B,interleukin 12B,Homo sapiens
2474,55937,"['NM_001256169', 'NM_019101']",APOM,apolipoprotein M,Homo sapiens
2475,353238,['NM_207421'],PADI6,peptidyl arginine deiminase 6,Homo sapiens
2476,29881,"['NM_001101648', 'NM_001300967', 'NM_013389']",NPC1L1,NPC1 like intracellular cholesterol transporter 1,Homo sapiens
2477,50940,"['NM_001077196', 'NM_001077197', 'NM_001077358', 'NM_016953']",PDE11A,phosphodiesterase 11A,Homo sapiens
2478,5918,"['NM_002888', 'NM_206963']",RARRES1,retinoic acid receptor responder 1,Homo sapiens
2479,28474,[],IGHV1-2,immunoglobulin heavy variable 1-2,Homo sapiens
2480,118856,['NM_147191'],MMP21,matrix metallopeptidase 21,Homo sapiens
2481,79148,"['NM_001032278', 'NM_024302', 'NM_032950']",MMP28,matrix metallopeptidase 28,Homo sapiens
2482,10893,['NM_006690'],MMP24,matrix metallopeptidase 24,Homo sapiens
2483,266977,"['NM_025048', 'NM_153840']",ADGRF1,adhesion G protein-coupled receptor F1,Homo sapiens
2484,28883,[],IGKV2D-28,immunoglobulin kappa variable 2D-28,Homo sapiens
2485,80736,"['NM_001178044', 'NM_001178045', 'NM_025257']",SLC44A4,solute carrier family 44 member 4,Homo sapiens
2486,2352,"['NM_000804', 'NM_001318045']",FOLR3,folate receptor gamma,Homo sapiens
2487,114770,"['NM_001363546', 'NM_052890']",PGLYRP2,peptidoglycan recognition protein 2,Homo sapiens
2488,55911,['NM_018690'],APOBR,apolipoprotein B receptor,Homo sapiens
2489,57526,"['NM_001105243', 'NM_001184880', 'NM_020766']",PCDH19,protocadherin 19,Homo sapiens
2490,4256,"['NM_000900', 'NM_001190839']",MGP,matrix Gla protein,Homo sapiens
2491,51458,"['NM_001321041', 'NM_016321']",RHCG,Rh family C glycoprotein,Homo sapiens
2492,28776,[],IGLV7-43,immunoglobulin lambda variable 7-43,Homo sapiens
2493,2815,['NM_000174'],GP9,glycoprotein IX platelet,Homo sapiens
2494,83884,['NM_031947'],SLC25A2,solute carrier family 25 member 2,Homo sapiens
2495,51716,[],CES1P1,carboxylesterase 1 pseudogene 1,Homo sapiens
2496,440021,['NM_001004325'],KRTAP5-2,keratin associated protein 5-2,Homo sapiens
2497,10873,"['NM_001014811', 'NM_001161586', 'NM_001351934', 'NM_006680']",ME3,malic enzyme 3,Homo sapiens
2498,5673,"['NM_001130014', 'NM_002781']",PSG5,pregnancy specific beta-1-glycoprotein 5,Homo sapiens
2499,23620,['NM_012344'],NTSR2,neurotensin receptor 2,Homo sapiens
2500,50939,['NM_016247'],IMPG2,interphotoreceptor matrix proteoglycan 2,Homo sapiens
2501,404037,['NM_023002'],HAPLN4,hyaluronan and proteoglycan link protein 4,Homo sapiens
2502,28796,[],IGLV3-21,immunoglobulin lambda variable 3-21,Homo sapiens
2503,28937,[],IGKV1-17,immunoglobulin kappa variable 1-17,Homo sapiens
2504,199699,['NM_152654'],DAND5,DAN domain BMP antagonist family member 5,Homo sapiens
2505,6561,"['NM_001324400', 'NM_022444']",SLC13A1,solute carrier family 13 member 1,Homo sapiens
2506,28908,[],IGKV4-1,immunoglobulin kappa variable 4-1,Homo sapiens
2507,6563,"['NM_001128588', 'NM_001146036', 'NM_001146037', 'NM_001308278', 'NM_001308279', 'NM_015865']",SLC14A1,solute carrier family 14 member 1 (Kidd blood group),Homo sapiens
2508,155184,['NM_207420'],SLC2A7,solute carrier family 2 member 7,Homo sapiens
2509,4717,"['NM_001184986', 'NM_001184987', 'NM_001184988', 'NM_001184989', 'NM_001184990', 'NM_001184991', 'NM_002494']",NDUFC1,NADH:ubiquinone oxidoreductase subunit C1,Homo sapiens
2510,7367,['NM_001077'],UGT2B17,UDP glucuronosyltransferase family 2 member B17,Homo sapiens
2511,55799,['NM_018398'],CACNA2D3,calcium voltage-gated channel auxiliary subunit alpha2delta 3,Homo sapiens
2512,10249,"['NM_005838', 'NM_201648']",GLYAT,glycine-N-acyltransferase,Homo sapiens
2513,51268,['NM_016518'],PIPOX,pipecolic acid and sarcosine oxidase,Homo sapiens
2514,219970,['NM_145016'],GLYATL2,glycine-N-acyltransferase like 2,Homo sapiens
2515,92292,"['NM_001220494', 'NM_001220496', 'NM_001354699', 'NM_001389711', 'NM_001389712', 'NM_001389713', 'NM_001389714', 'NM_001389715', 'NM_001389716', 'NM_001389717', 'NM_001389718', 'NM_080661']",GLYATL1,glycine-N-acyltransferase like 1,Homo sapiens
2516,417,['NM_004314'],ART1,ADP-ribosyltransferase 1,Homo sapiens
2517,317749,"['NM_001193635', 'NM_001193636', 'NM_001193637', 'NM_198083']",DHRS4L2,dehydrogenase/reductase 4 like 2,Homo sapiens
2518,5949,['NM_002900'],RBP3,retinol binding protein 3,Homo sapiens
2519,2953,"['NM_000854', 'NM_001302670']",GSTT2,glutathione S-transferase theta 2 (gene/pseudogene),Homo sapiens
2520,9122,"['NM_001201546', 'NM_001201547', 'NM_001201548', 'NM_001201549', 'NM_001319220', 'NM_004696']",SLC16A4,solute carrier family 16 member 4,Homo sapiens
2521,27345,['NM_014505'],KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4,Homo sapiens
2522,27094,"['NM_001163677', 'NM_014407', 'NM_171828', 'NM_171829', 'NM_171830']",KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3,Homo sapiens
2523,8546,"['NM_001271769', 'NM_003664']",AP3B1,adaptor related protein complex 3 subunit beta 1,Homo sapiens
2524,23476,"['NM_001330384', 'NM_001379291', 'NM_001379292', 'NM_014299', 'NM_058243']",BRD4,bromodomain containing 4,Homo sapiens
2525,6046,"['NM_001113182', 'NM_001199455', 'NM_001199456', 'NM_001291986', 'NM_005104']",BRD2,bromodomain containing 2,Homo sapiens
2526,10283,"['NM_001297644', 'NM_001297645', 'NM_001318000', 'NM_001364478', 'NM_005869']",CWC27,CWC27 spliceosome associated cyclophilin,Homo sapiens
2527,124245,"['NM_001294340', 'NM_144604']",ZC3H18,zinc finger CCCH-type containing 18,Homo sapiens
2528,9512,['NM_004279'],PMPCB,"peptidase, mitochondrial processing subunit beta",Homo sapiens
2529,10897,"['NM_001300861', 'NM_020470']",YIF1A,"Yip1 interacting factor homolog A, membrane trafficking protein",Homo sapiens
2530,2108,"['NM_000126', 'NM_001127716']",ETFA,electron transfer flavoprotein subunit alpha,Homo sapiens
2531,2040,"['NM_001270526', 'NM_001270527', 'NM_004099', 'NM_198194']",STOM,stomatin,Homo sapiens
2532,5714,['NM_002812'],PSMD8,"proteasome 26S subunit, non-ATPase 8",Homo sapiens
2533,7905,['NM_005669'],REEP5,receptor accessory protein 5,Homo sapiens
2534,23203,"['NM_001282944', 'NM_001282946', 'NM_015160']",PMPCA,"peptidase, mitochondrial processing subunit alpha",Homo sapiens
2535,196527,"['NM_001025356', 'NM_001142678', 'NM_001142679', 'NM_001204803']",ANO6,anoctamin 6,Homo sapiens
2536,10531,"['NM_001242307', 'NM_001242309', 'NM_001347725', 'NM_001347726', 'NM_001347727', 'NM_001347728', 'NM_001347729', 'NM_001347730', 'NM_014889']",PITRM1,pitrilysin metallopeptidase 1,Homo sapiens
2537,10463,['NM_006345'],SLC30A9,solute carrier family 30 member 9,Homo sapiens
2538,60493,['NM_021826'],FASTKD5,FAST kinase domains 5,Homo sapiens
2539,148867,"['NM_001144884', 'NM_133496']",SLC30A7,solute carrier family 30 member 7,Homo sapiens
2540,10426,"['NM_001286277', 'NM_001286278', 'NM_001286279', 'NM_006322']",TUBGCP3,tubulin gamma complex associated protein 3,Homo sapiens
2541,79934,"['NM_001142555', 'NM_024876']",COQ8B,coenzyme Q8B,Homo sapiens
2542,113174,['NM_138421'],SAAL1,serum amyloid A like 1,Homo sapiens
2543,92840,"['NM_001329556', 'NM_138393']",REEP6,receptor accessory protein 6,Homo sapiens
2544,92105,['NM_033547'],INTS4,integrator complex subunit 4,Homo sapiens
2545,89874,"['NM_001171170', 'NM_030631']",SLC25A21,solute carrier family 25 member 21,Homo sapiens
2546,10844,"['NM_001256617', 'NM_001256618', 'NM_006659']",TUBGCP2,tubulin gamma complex associated protein 2,Homo sapiens
2547,57142,"['NM_001321859', 'NM_001321860', 'NM_001321861', 'NM_001321862', 'NM_001321863', 'NM_001321904', 'NM_007008', 'NM_020532', 'NM_153828', 'NM_207520', 'NM_207521']",RTN4,reticulon 4,Homo sapiens
2548,51439,['NM_016255'],FAM8A1,family with sequence similarity 8 member A1,Homo sapiens
2549,26993,"['NM_001291478', 'NM_014371']",AKAP8L,A-kinase anchoring protein 8 like,Homo sapiens
2550,25980,"['NM_001271874', 'NM_015511']",AAR2,AAR2 splicing factor,Homo sapiens
2551,28969,"['NM_001159767', 'NM_001362717', 'NM_001362718', 'NM_001362719', 'NM_014038']",BZW2,basic leucine zipper and W2 domains 2,Homo sapiens
2552,9136,['NM_004704'],RRP9,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",Homo sapiens
2553,26986,['NM_002568'],PABPC1,poly(A) binding protein cytoplasmic 1,Homo sapiens
2554,10146,"['NM_005754', 'NM_198395']",G3BP1,G3BP stress granule assembly factor 1,Homo sapiens
2555,8761,"['NM_001135653', 'NM_001135654', 'NM_003819']",PABPC4,poly(A) binding protein cytoplasmic 4,Homo sapiens
2556,23367,"['NM_001367713', 'NM_001367714', 'NM_001367715', 'NM_001367716', 'NM_001367717', 'NM_001367718', 'NM_001367719', 'NM_015315', 'NM_033551']",LARP1,"La ribonucleoprotein 1, translational regulator",Homo sapiens
2557,25940,"['NM_001304538', 'NM_015475']",FAM98A,family with sequence similarity 98 member A,Homo sapiens
2558,79753,['NM_024700'],SNIP1,Smad nuclear interacting protein 1,Homo sapiens
2559,5976,"['NM_001297549', 'NM_002911']",UPF1,UPF1 RNA helicase and ATPase,Homo sapiens
2560,4343,"['NM_001130079', 'NM_001286072', 'NM_001321324', 'NM_001369507', 'NM_001389562', 'NM_001389563', 'NM_020963']",MOV10,Mov10 RISC complex RNA helicase,Homo sapiens
2561,9908,"['NM_012297', 'NM_203504', 'NM_203505']",G3BP2,G3BP stress granule assembly factor 2,Homo sapiens
2562,9188,"['NM_001256910', 'NM_004728']",DDX21,DExD-box helicase 21,Homo sapiens
2563,55131,"['NM_001166135', 'NM_018077']",RBM28,RNA binding motif protein 28,Homo sapiens
2564,25873,"['NM_015414', 'NM_033643']",RPL36,ribosomal protein L36,Homo sapiens
2565,51125,"['NM_001002296', 'NM_001174124', 'NM_001362979', 'NM_001362980', 'NM_016099']",GOLGA7,golgin A7,Homo sapiens
2566,25921,['NM_015457'],ZDHHC5,zinc finger DHHC-type palmitoyltransferase 5,Homo sapiens
2567,5557,['NM_000946'],PRIM1,DNA primase subunit 1,Homo sapiens
2568,5558,"['NM_000947', 'NM_001282487', 'NM_001282488']",PRIM2,DNA primase subunit 2,Homo sapiens
2569,79709,['NM_024656'],COLGALT1,collagen beta(1-O)galactosyltransferase 1,Homo sapiens
2570,5318,"['NM_001005242', 'NM_004572']",PKP2,plakophilin 2,Homo sapiens
2571,161,"['NM_001242837', 'NM_012305']",AP2A2,adaptor related protein complex 2 subunit alpha 2,Homo sapiens
2572,57222,['NM_001031711'],ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1,Homo sapiens
2573,1173,"['NM_001025205', 'NM_001311198', 'NM_004068']",AP2M1,adaptor related protein complex 2 subunit mu 1,Homo sapiens
2574,80273,['NM_025196'],GRPEL1,"GrpE like 1, mitochondrial",Homo sapiens
2575,6902,"['NM_001297738', 'NM_001297740', 'NM_004607']",TBCA,tubulin folding cofactor A,Homo sapiens
2576,55206,"['NM_001167856', 'NM_018183']",SBNO1,strawberry notch homolog 1,Homo sapiens
2577,10270,['NM_005858'],AKAP8,A-kinase anchoring protein 8,Homo sapiens
2578,23077,['NM_015057'],MYCBP2,MYC binding protein 2,Homo sapiens
2579,10569,"['NM_001364517', 'NM_001364518', 'NM_001364520', 'NM_001364521', 'NM_001364522', 'NM_001364523', 'NM_006425']",SLU7,"SLU7 homolog, splicing factor",Homo sapiens
2580,8737,"['NM_001317061', 'NM_001354930', 'NM_001354931', 'NM_001354932', 'NM_001354933', 'NM_001354934', 'NM_003804']",RIPK1,receptor interacting serine/threonine kinase 1,Homo sapiens
2581,9898,"['NM_001127320', 'NM_001287815', 'NM_001287816', 'NM_001330730', 'NM_001375612', 'NM_001375614', 'NM_001375615', 'NM_001375616', 'NM_001375617', 'NM_001375618', 'NM_001375619', 'NM_001375620', 'NM_001375621', 'NM_001375622', 'NM_001375623', 'NM_001375624', 'NM_001375625', 'NM_001375626', 'NM_001375627', 'NM_001375628', 'NM_001375629', 'NM_001375630', 'NM_001375631', 'NM_014847']",UBAP2L,ubiquitin associated protein 2 like,Homo sapiens
